checkin,inicio,fim,status,loja,tempo_espera,tempo_atendimento,status_final,atendido,abandonou
2025-10-15 15:36:46,2025-10-15 16:05:09,2025-10-15 16:29:42,concl,Loja Sul,28.383333333333333,24.55,atendido,1,0
2025-10-07 15:34:51,2025-10-07 15:38:18,2025-10-07 15:46:00,concl,Loja Sul,3.45,7.7,atendido,1,0
2025-10-31 19:43:20,2025-10-31 19:59:50,2025-10-31 21:36:06,concl,Loja Sul,16.5,96.26666666666667,atendido,1,0
2025-10-29 19:13:32,2025-10-29 19:34:48,2025-10-29 20:12:23,concl,Loja Sul,21.266666666666666,37.583333333333336,atendido,1,0
2025-10-29 19:17:57,2025-10-29 19:42:35,2025-10-29 19:57:42,concl,Loja Sul,24.633333333333333,15.116666666666667,atendido,1,0
2025-10-14 15:07:51,2025-10-14 15:17:35,2025-10-14 15:24:14,concl,Loja Sul,9.733333333333333,6.65,atendido,1,0
2025-10-14 15:18:32,2025-10-14 15:40:30,2025-10-14 16:24:47,concl,Loja Sul,21.966666666666665,44.28333333333333,atendido,1,0
2025-10-17 19:25:28,2025-10-17 19:57:46,2025-10-17 20:04:06,concl,Loja Sul,32.3,6.333333333333333,atendido,1,0
2025-10-24 19:59:53,2025-10-24 20:12:49,2025-10-24 21:03:09,concl,Loja Sul,12.933333333333334,50.333333333333336,atendido,1,0
2025-10-29 19:24:33,2025-10-29 19:58:22,2025-10-29 20:26:08,concl,Loja Sul,33.81666666666667,27.766666666666666,atendido,1,0
2025-10-28 16:06:29,2025-10-28 16:13:24,2025-10-28 16:34:10,concl,Loja Sul,6.916666666666667,20.766666666666666,atendido,1,0
2025-10-29 19:10:35,2025-10-29 19:19:33,2025-10-29 19:28:28,concl,Loja Sul,8.966666666666667,8.916666666666666,atendido,1,0
2025-10-29 17:05:08,2025-10-29 17:29:27,2025-10-29 17:44:12,concl,Loja Sul,24.316666666666666,14.75,atendido,1,0
2025-10-29 19:12:35,2025-10-29 19:28:40,2025-10-29 19:42:28,concl,Loja Sul,16.083333333333332,13.8,atendido,1,0
2025-10-29 17:27:32,2025-10-29 17:44:19,2025-10-29 18:01:14,concl,Loja Sul,16.783333333333335,16.916666666666668,atendido,1,0
2025-10-15 16:13:08,2025-10-15 17:05:10,2025-10-15 17:05:16,concl,Loja Sul,52.03333333333333,0.1,atendido,1,0
2025-10-16 15:11:16,2025-10-16 15:15:31,2025-10-16 16:50:56,concl,Loja Sul,4.25,95.41666666666667,atendido,1,0
2025-10-15 15:47:28,2025-10-15 16:29:51,2025-10-15 16:43:04,concl,Loja Sul,42.38333333333333,13.216666666666667,atendido,1,0
2025-10-21 21:07:32,2025-10-21 21:27:23,2025-10-21 21:27:30,concl,Loja Sul,19.85,0.11666666666666667,atendido,1,0
2025-10-27 20:25:07,2025-10-27 20:26:30,2025-10-27 21:30:23,concl,Loja Sul,1.3833333333333333,63.88333333333333,atendido,1,0
2025-10-12 18:35:53,2025-10-12 18:38:38,2025-10-12 20:29:09,concl,Loja Sul,2.75,110.51666666666667,atendido,1,0
2025-10-24 20:52:56,2025-10-24 21:03:18,2025-10-24 21:56:02,concl,Loja Sul,10.366666666666667,52.733333333333334,atendido,1,0
2025-10-06 16:05:51,2025-10-06 16:45:48,2025-10-06 16:45:54,concl,Loja Sul,39.95,0.1,atendido,1,0
2025-10-23 12:49:03,2025-10-23 12:56:53,2025-10-23 14:38:48,concl,Loja Sul,7.833333333333333,101.91666666666667,atendido,1,0
2025-10-15 17:13:09,2025-10-15 18:02:56,2025-10-15 18:09:03,concl,Loja Sul,49.78333333333333,6.116666666666666,atendido,1,0
2025-10-06 15:59:48,2025-10-06 16:22:51,2025-10-06 16:36:40,concl,Loja Sul,23.05,13.816666666666666,atendido,1,0
2025-10-21 15:35:08,2025-10-21 15:56:38,2025-10-21 15:56:46,concl,Loja Sul,21.5,0.13333333333333333,atendido,1,0
2025-10-17 10:25:59,2025-10-17 10:34:38,2025-10-17 10:48:14,concl,Loja Sul,8.65,13.6,atendido,1,0
2025-10-17 10:24:30,2025-10-17 10:47:48,2025-10-17 10:50:45,concl,Loja Sul,23.3,2.95,atendido,1,0
2025-10-23 11:39:06,2025-10-23 11:41:20,2025-10-23 12:21:52,concl,Loja Sul,2.2333333333333334,40.53333333333333,atendido,1,0
2025-10-14 15:33:31,2025-10-14 15:41:19,2025-10-14 17:01:01,concl,Loja Oeste,7.8,79.7,atendido,1,0
2025-10-03 13:59:03,2025-10-03 13:59:17,2025-10-03 14:02:05,concl,Loja Oeste,0.23333333333333334,2.8,atendido,1,0
2025-10-25 15:48:52,2025-10-25 16:12:30,2025-10-25 16:38:03,concl,Loja Sul,23.633333333333333,25.55,atendido,1,0
2025-10-26 18:02:22,2025-10-26 18:10:22,2025-10-26 18:43:17,concl,Loja Sul,8.0,32.916666666666664,atendido,1,0
2025-10-26 17:37:02,2025-10-26 17:42:20,2025-10-26 17:58:39,concl,Loja Sul,5.3,16.316666666666666,atendido,1,0
2025-10-18 20:15:13,2025-10-18 20:25:53,2025-10-18 20:41:07,concl,Loja Sul,10.666666666666666,15.233333333333333,atendido,1,0
2025-10-08 14:19:35,2025-10-08 14:44:31,2025-10-08 14:44:40,concl,Loja Oeste,24.933333333333334,0.15,atendido,1,0
2025-10-25 16:34:11,2025-10-25 16:56:18,2025-10-25 17:27:14,concl,Loja Sul,22.116666666666667,30.933333333333334,atendido,1,0
2025-10-25 16:38:53,2025-10-25 16:55:00,2025-10-25 17:45:35,concl,Loja Sul,16.116666666666667,50.583333333333336,atendido,1,0
2025-10-04 15:32:28,2025-10-04 15:33:45,2025-10-04 15:59:53,concl,Loja Oeste,1.2833333333333334,26.133333333333333,atendido,1,0
2025-10-26 14:36:16,2025-10-26 14:37:25,2025-10-26 15:06:55,concl,Loja Sul,1.15,29.5,atendido,1,0
2025-10-27 11:09:18,2025-10-27 11:11:26,2025-10-27 13:06:46,concl,Loja Oeste,2.1333333333333333,115.33333333333333,atendido,1,0
2025-10-18 16:28:35,2025-10-18 17:25:17,2025-10-18 17:32:44,concl,Loja Sul,56.7,7.45,atendido,1,0
2025-10-26 15:06:57,2025-10-26 15:08:33,2025-10-26 17:42:18,concl,Loja Sul,1.6,153.75,atendido,1,0
2025-10-18 16:01:01,2025-10-18 16:53:12,2025-10-18 16:53:28,concl,Loja Sul,52.18333333333333,0.26666666666666666,atendido,1,0
2025-10-11 10:00:52,2025-10-11 10:13:48,2025-10-11 11:38:59,concl,Loja Oeste,12.933333333333334,85.18333333333334,atendido,1,0
2025-10-18 16:26:46,2025-10-18 17:13:40,2025-10-18 18:56:42,concl,Loja Sul,46.9,103.03333333333333,atendido,1,0
2025-10-26 14:25:11,2025-10-26 14:31:25,2025-10-26 14:42:06,concl,Loja Sul,6.233333333333333,10.683333333333334,atendido,1,0
2025-10-19 14:17:51,2025-10-19 14:26:41,2025-10-19 15:04:34,concl,Loja Sul,8.833333333333334,37.88333333333333,atendido,1,0
2025-10-26 14:23:35,2025-10-26 14:30:25,2025-10-26 14:37:14,concl,Loja Sul,6.833333333333333,6.816666666666666,atendido,1,0
2025-10-19 15:21:05,2025-10-19 15:34:07,2025-10-19 15:34:17,concl,Loja Sul,13.033333333333333,0.16666666666666666,atendido,1,0
2025-10-26 14:30:18,2025-10-26 14:38:15,2025-10-26 17:21:09,concl,Loja Sul,7.95,162.9,atendido,1,0
2025-10-11 10:03:07,2025-10-11 10:13:57,2025-10-11 11:06:46,concl,Loja Oeste,10.833333333333334,52.81666666666667,atendido,1,0
2025-10-26 15:06:01,2025-10-26 15:06:13,2025-10-26 15:41:58,concl,Loja Sul,0.2,35.75,atendido,1,0
2025-10-18 18:16:34,2025-10-18 18:32:30,2025-10-18 18:34:57,concl,Loja Sul,15.933333333333334,2.45,atendido,1,0
2025-10-11 15:46:59,2025-10-11 15:48:22,2025-10-11 15:49:01,concl,Loja Oeste,1.3833333333333333,0.65,atendido,1,0
2025-10-18 18:10:13,2025-10-18 18:26:40,2025-10-18 18:54:11,concl,Loja Sul,16.45,27.516666666666666,atendido,1,0
2025-10-14 12:46:43,2025-10-14 12:46:50,2025-10-14 12:49:13,concl,Loja Oeste,0.11666666666666667,2.3833333333333333,atendido,1,0
2025-10-25 16:42:37,2025-10-25 16:58:01,2025-10-25 17:12:01,concl,Loja Sul,15.4,14.0,atendido,1,0
2025-10-14 14:00:45,2025-10-14 14:05:23,2025-10-14 14:56:03,concl,Loja Oeste,4.633333333333334,50.666666666666664,atendido,1,0
2025-10-18 19:07:29,2025-10-18 19:23:31,2025-10-18 19:27:55,concl,Loja Sul,16.033333333333335,4.4,atendido,1,0
2025-10-14 13:23:26,2025-10-14 13:24:52,2025-10-14 13:36:33,concl,Loja Oeste,1.4333333333333333,11.683333333333334,atendido,1,0
2025-10-18 10:46:00,2025-10-18 10:46:07,2025-10-18 10:46:19,concl,Loja Oeste,0.11666666666666667,0.2,atendido,1,0
2025-10-14 13:14:12,2025-10-14 13:24:16,2025-10-14 13:24:37,concl,Loja Oeste,10.066666666666666,0.35,atendido,1,0
2025-10-17 10:21:03,2025-10-17 10:22:33,2025-10-17 10:25:16,concl,Loja Oeste,1.5,2.716666666666667,atendido,1,0
2025-10-18 18:37:50,2025-10-18 19:11:55,2025-10-18 19:39:47,concl,Loja Sul,34.083333333333336,27.866666666666667,atendido,1,0
2025-10-25 10:42:26,2025-10-25 10:54:45,2025-10-25 11:22:28,concl,Loja Sul,12.316666666666666,27.716666666666665,atendido,1,0
2025-10-21 09:06:10,2025-10-21 09:19:24,2025-10-21 09:43:42,concl,Loja Oeste,13.233333333333333,24.3,atendido,1,0
2025-10-18 12:58:47,2025-10-18 13:09:39,2025-10-18 13:19:05,concl,Loja Sul,10.866666666666667,9.433333333333334,atendido,1,0
2025-10-28 09:20:26,2025-10-28 09:20:32,2025-10-28 09:34:49,concl,Loja Oeste,0.1,14.283333333333333,atendido,1,0
2025-10-31 09:59:45,2025-10-31 09:59:55,2025-10-31 10:38:22,concl,Loja Oeste,0.16666666666666666,38.45,atendido,1,0
2025-10-05 16:54:16,2025-10-05 16:54:23,2025-10-05 16:57:37,concl,Loja Sul,0.11666666666666667,3.2333333333333334,atendido,1,0
2025-10-25 13:12:19,2025-10-25 13:14:31,2025-10-25 13:41:56,concl,Loja Oeste,2.2,27.416666666666668,atendido,1,0
2025-10-18 15:17:03,2025-10-18 15:19:49,2025-10-18 15:49:33,concl,Loja Oeste,2.7666666666666666,29.733333333333334,atendido,1,0
2025-10-21 14:17:36,2025-10-21 14:30:19,2025-10-21 15:01:42,concl,Loja Oeste,12.716666666666667,31.383333333333333,atendido,1,0
2025-10-23 15:57:16,2025-10-23 16:00:27,2025-10-23 16:16:06,concl,Loja Oeste,3.183333333333333,15.65,atendido,1,0
2025-10-04 13:39:50,2025-10-04 13:41:55,2025-10-04 14:06:36,concl,Loja Oeste,2.0833333333333335,24.683333333333334,atendido,1,0
2025-10-25 11:30:58,2025-10-25 11:31:44,2025-10-25 12:06:22,concl,Loja Oeste,0.7666666666666667,34.63333333333333,atendido,1,0
2025-10-31 13:36:54,2025-10-31 13:56:08,2025-10-31 13:56:18,concl,Loja Oeste,19.233333333333334,0.16666666666666666,atendido,1,0
2025-10-02 10:58:55,2025-10-02 11:02:53,2025-10-02 11:59:54,concl,Loja Oeste,3.966666666666667,57.016666666666666,atendido,1,0
2025-10-23 15:25:20,2025-10-23 15:31:24,2025-10-23 16:03:55,concl,Loja Oeste,6.066666666666666,32.516666666666666,atendido,1,0
2025-10-17 12:20:37,2025-10-17 12:22:20,2025-10-17 13:01:25,concl,Loja Oeste,1.7166666666666666,39.083333333333336,atendido,1,0
2025-10-14 12:48:33,2025-10-14 12:49:18,2025-10-14 14:58:12,concl,Loja Oeste,0.75,128.9,atendido,1,0
2025-10-05 14:57:50,2025-10-05 14:59:35,2025-10-05 16:55:25,concl,Loja Sul,1.75,115.83333333333333,atendido,1,0
2025-10-18 13:54:19,2025-10-18 14:05:46,2025-10-18 16:12:03,concl,Loja Sul,11.45,126.28333333333333,atendido,1,0
2025-10-17 14:28:47,2025-10-17 14:35:07,2025-10-17 14:35:26,concl,Loja Oeste,6.333333333333333,0.31666666666666665,atendido,1,0
2025-10-03 16:41:05,2025-10-03 16:42:24,2025-10-03 16:55:03,concl,Loja Oeste,1.3166666666666667,12.65,atendido,1,0
2025-10-13 15:11:11,2025-10-13 15:11:37,2025-10-13 15:22:16,concl,Loja Oeste,0.43333333333333335,10.65,atendido,1,0
2025-10-04 15:21:34,2025-10-04 15:21:52,2025-10-04 16:47:28,concl,Loja Sul,0.3,85.6,atendido,1,0
2025-10-11 15:19:33,2025-10-11 15:21:27,2025-10-11 15:21:38,concl,Loja Oeste,1.9,0.18333333333333332,atendido,1,0
2025-10-04 15:57:18,2025-10-04 15:57:33,2025-10-04 16:00:53,concl,Loja Sul,0.25,3.3333333333333335,atendido,1,0
2025-10-19 17:06:17,2025-10-19 17:23:25,2025-10-19 17:34:15,concl,Loja Sul,17.133333333333333,10.833333333333334,atendido,1,0
2025-10-27 14:34:35,2025-10-27 14:50:57,2025-10-27 15:35:15,concl,Loja Oeste,16.366666666666667,44.3,atendido,1,0
2025-10-18 21:24:52,2025-10-18 21:38:58,2025-10-18 22:04:14,concl,Loja Sul,14.1,25.266666666666666,atendido,1,0
2025-10-18 19:09:22,2025-10-18 19:28:29,2025-10-18 19:39:05,concl,Loja Sul,19.116666666666667,10.6,atendido,1,0
2025-10-21 14:57:35,2025-10-21 15:01:20,2025-10-21 15:01:30,concl,Loja Oeste,3.75,0.16666666666666666,atendido,1,0
2025-10-29 14:10:10,2025-10-29 14:10:59,2025-10-29 16:17:41,concl,Loja Oeste,0.8166666666666667,126.7,atendido,1,0
2025-10-04 16:23:11,2025-10-04 16:41:44,2025-10-04 16:42:01,concl,Loja Oeste,18.55,0.2833333333333333,atendido,1,0
2025-10-02 14:41:53,2025-10-02 14:46:54,2025-10-02 15:02:28,concl,Loja Oeste,5.016666666666667,15.566666666666666,atendido,1,0
2025-10-19 18:20:42,2025-10-19 18:30:20,2025-10-19 18:36:02,concl,Loja Sul,9.633333333333333,5.7,atendido,1,0
2025-10-25 17:21:43,2025-10-25 17:40:28,2025-10-25 18:23:04,concl,Loja Sul,18.75,42.6,atendido,1,0
2025-10-18 13:34:42,2025-10-18 13:47:42,2025-10-18 14:05:36,concl,Loja Sul,13.0,17.9,atendido,1,0
2025-10-29 10:21:17,2025-10-29 10:27:03,2025-10-29 10:28:12,concl,Loja Oeste,5.766666666666667,1.15,atendido,1,0
2025-10-19 17:47:26,2025-10-19 17:48:31,2025-10-19 18:30:16,concl,Loja Sul,1.0833333333333333,41.75,atendido,1,0
2025-10-25 17:26:08,2025-10-25 18:05:12,2025-10-25 18:47:43,concl,Loja Sul,39.06666666666667,42.516666666666666,atendido,1,0
2025-10-11 15:11:14,2025-10-11 15:44:41,2025-10-11 15:44:51,concl,Loja Oeste,33.45,0.16666666666666666,atendido,1,0
2025-10-11 12:55:17,2025-10-11 12:56:54,2025-10-11 13:35:55,concl,Loja Oeste,1.6166666666666667,39.016666666666666,atendido,1,0
2025-10-04 15:50:14,2025-10-04 15:50:55,2025-10-04 16:08:46,concl,Loja Oeste,0.6833333333333333,17.85,atendido,1,0
2025-10-23 14:52:59,2025-10-23 14:54:13,2025-10-23 16:00:23,concl,Loja Oeste,1.2333333333333334,66.16666666666667,atendido,1,0
2025-10-03 16:09:01,2025-10-03 16:09:33,2025-10-03 16:14:59,concl,Loja Oeste,0.5333333333333333,5.433333333333334,atendido,1,0
2025-10-27 14:33:11,2025-10-27 14:47:00,2025-10-27 14:50:44,concl,Loja Oeste,13.816666666666666,3.7333333333333334,atendido,1,0
2025-10-18 13:08:48,2025-10-18 13:13:05,2025-10-18 13:18:52,concl,Loja Oeste,4.283333333333333,5.783333333333333,atendido,1,0
2025-10-08 13:45:59,2025-10-08 14:12:23,2025-10-08 14:49:10,concl,Loja Oeste,26.4,36.78333333333333,atendido,1,0
2025-10-17 11:47:42,2025-10-17 12:01:34,2025-10-17 14:34:45,concl,Loja Oeste,13.866666666666667,153.18333333333334,atendido,1,0
2025-10-25 10:29:07,2025-10-25 10:53:00,2025-10-25 10:53:37,concl,Loja Oeste,23.883333333333333,0.6166666666666667,atendido,1,0
2025-10-25 11:15:56,2025-10-25 11:17:19,2025-10-25 11:44:56,concl,Loja Sul,1.3833333333333333,27.616666666666667,atendido,1,0
2025-10-04 11:34:16,2025-10-04 11:40:31,2025-10-04 11:45:26,concl,Loja Oeste,6.25,4.916666666666667,atendido,1,0
2025-10-05 15:50:26,2025-10-05 15:53:04,2025-10-05 16:43:48,concl,Loja Sul,2.6333333333333333,50.733333333333334,atendido,1,0
2025-10-21 14:22:47,2025-10-21 14:37:20,2025-10-21 14:39:22,concl,Loja Oeste,14.55,2.033333333333333,atendido,1,0
2025-10-02 09:51:57,2025-10-02 09:55:39,2025-10-02 11:02:49,concl,Loja Oeste,3.7,67.16666666666667,atendido,1,0
2025-10-13 11:22:59,2025-10-13 11:24:24,2025-10-13 12:43:21,concl,Loja Oeste,1.4166666666666667,78.95,atendido,1,0
2025-10-31 09:20:17,2025-10-31 09:22:53,2025-10-31 09:25:10,concl,Loja Oeste,2.6,2.283333333333333,atendido,1,0
2025-10-04 14:25:41,2025-10-04 14:26:15,2025-10-04 14:44:17,concl,Loja Sul,0.5666666666666667,18.033333333333335,atendido,1,0
2025-10-28 13:29:01,2025-10-28 14:11:10,2025-10-28 14:21:03,concl,Loja Oeste,42.15,9.883333333333333,atendido,1,0
2025-10-29 13:28:24,2025-10-29 13:28:50,2025-10-29 13:56:46,concl,Loja Oeste,0.43333333333333335,27.933333333333334,atendido,1,0
2025-10-31 09:38:35,2025-10-31 09:42:50,2025-10-31 09:57:16,concl,Loja Oeste,4.25,14.433333333333334,atendido,1,0
2025-10-14 12:25:59,2025-10-14 12:28:04,2025-10-14 12:45:15,concl,Loja Oeste,2.0833333333333335,17.183333333333334,atendido,1,0
2025-10-29 09:54:31,2025-10-29 10:01:01,2025-10-29 10:26:56,concl,Loja Oeste,6.5,25.916666666666668,atendido,1,0
2025-10-27 14:27:37,2025-10-27 14:34:53,2025-10-27 14:46:52,concl,Loja Oeste,7.266666666666667,11.983333333333333,atendido,1,0
2025-10-04 11:50:37,2025-10-04 11:51:21,2025-10-04 14:22:00,concl,Loja Sul,0.7333333333333333,150.65,atendido,1,0
2025-10-31 09:07:08,2025-10-31 09:07:24,2025-10-31 09:19:24,concl,Loja Oeste,0.26666666666666666,12.0,atendido,1,0
2025-10-28 12:59:02,2025-10-28 13:01:36,2025-10-28 13:22:04,concl,Loja Oeste,2.566666666666667,20.466666666666665,atendido,1,0
2025-10-04 12:21:56,2025-10-04 12:22:08,2025-10-04 14:20:21,concl,Loja Sul,0.2,118.21666666666667,atendido,1,0
2025-10-18 10:42:40,2025-10-18 10:43:19,2025-10-18 13:11:34,concl,Loja Oeste,0.65,148.25,atendido,1,0
2025-10-21 11:58:11,2025-10-21 11:58:41,2025-10-21 14:37:13,concl,Loja Oeste,0.5,158.53333333333333,atendido,1,0
2025-10-02 13:12:26,2025-10-02 13:12:45,2025-10-02 13:26:21,concl,Loja Oeste,0.31666666666666665,13.6,atendido,1,0
2025-10-04 15:23:42,2025-10-04 15:24:34,2025-10-04 15:36:17,concl,Loja Oeste,0.8666666666666667,11.716666666666667,atendido,1,0
2025-10-08 13:24:45,2025-10-08 13:25:21,2025-10-08 14:12:12,concl,Loja Oeste,0.6,46.85,atendido,1,0
2025-10-23 13:54:01,2025-10-23 13:54:28,2025-10-23 14:27:25,concl,Loja Oeste,0.45,32.95,atendido,1,0
2025-10-17 11:05:34,2025-10-17 11:08:38,2025-10-17 12:01:04,concl,Loja Oeste,3.066666666666667,52.43333333333333,atendido,1,0
2025-10-25 14:18:58,2025-10-25 14:21:54,2025-10-25 14:34:11,concl,Loja Sul,2.933333333333333,12.283333333333333,atendido,1,0
2025-10-19 17:18:51,2025-10-19 17:30:02,2025-10-19 17:48:27,concl,Loja Sul,11.183333333333334,18.416666666666668,atendido,1,0
2025-10-03 15:42:30,2025-10-03 16:00:40,2025-10-03 16:05:36,concl,Loja Oeste,18.166666666666668,4.933333333333334,atendido,1,0
2025-10-17 11:43:52,2025-10-17 11:44:15,2025-10-17 12:03:57,concl,Loja Oeste,0.38333333333333336,19.7,atendido,1,0
2025-10-04 15:07:06,2025-10-04 15:13:24,2025-10-04 15:32:40,concl,Loja Sul,6.3,19.266666666666666,atendido,1,0
2025-10-18 10:35:04,2025-10-18 12:18:09,2025-10-18 13:42:12,concl,Loja Sul,103.08333333333333,84.05,atendido,1,0
2025-10-11 14:43:19,2025-10-11 14:48:24,2025-10-11 15:21:19,concl,Loja Oeste,5.083333333333333,32.916666666666664,atendido,1,0
2025-10-18 18:42:45,2025-10-18 19:22:50,2025-10-18 19:23:16,concl,Loja Sul,40.083333333333336,0.43333333333333335,atendido,1,0
